Issue_ID,Summary,Description,Created,Updated,Resolved,Project,Reporter,Assignee,State,Type,Priority,Reviewer,Assigned_By,Assistance,Prioritised_By,Due_Date,Output_Link,Ideal_Days,Original_Estimation,Screenshot,Story_Points,Estimation,Sprints,Work_Types,Area_Used,Spent_Time,Tags,Link_Direction,Link_Type,Linked_Issue_ID,Linked_Issue_Summary
ERPO-1700,Meetings-Discussion,,2025-08-05 07:21:32.860,2025-11-08 13:13:08.218,,ERPOne,Renuka R J,,,Epic,,,,,,,,,,,,12w 4d 3h 50m,"[""Sprint 13"", ""Sprint 14""]",,,15w 3d 7h 44m,,"[""OUTWARD""]","[""Subtask""]","[""ERPO-1501""]","[""Meetings-discussion-requirements-documentation-Flow test""]"
ERPO-1501,Meetings-discussion-requirements-documentation-Flow test,,2025-07-19 07:10:51.978,2025-11-08 13:13:08.212,,ERPOne,Renuka R J,,Open,User Story,,,,,,,,,,,,12w 4d 3h 50m,"[""Sprint 12"", ""Sprint 13"", ""Sprint 14""]",,,15w 1d 5h 24m,,"[""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""INWARD""]","[""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask"", ""Subtask""]","[""ERPO-1532"", ""ERPO-1546"", ""ERPO-1550"", ""ERPO-1554"", ""ERPO-1555"", ""ERPO-1556"", ""ERPO-1557"", ""ERPO-1563"", ""ERPO-1564"", ""ERPO-1565"", ""ERPO-1566"", ""ERPO-1569"", ""ERPO-1571"", ""ERPO-1572"", ""ERPO-1574"", ""ERPO-1575"", ""ERPO-1579"", ""ERPO-1580"", ""ERPO-1581"", ""ERPO-1582"", ""ERPO-1586"", ""ERPO-1587"", ""ERPO-1606"", ""ERPO-1614"", ""ERPO-1615"", ""ERPO-1620"", ""ERPO-1623"", ""ERPO-1624"", ""ERPO-1625"", ""ERPO-1632"", ""ERPO-1633"", ""ERPO-1634"", ""ERPO-1635"", ""ERPO-1636"", ""ERPO-1645"", ""ERPO-1646"", ""ERPO-1647"", ""ERPO-1649"", ""ERPO-1650"", ""ERPO-1664"", ""ERPO-1665"", ""ERPO-1666"", ""ERPO-1667"", ""ERPO-1673"", ""ERPO-1674"", ""ERPO-1675"", ""ERPO-1676"", ""ERPO-1677"", ""ERPO-1678"", ""ERPO-1679"", ""ERPO-1680"", ""ERPO-1681"", ""ERPO-1683"", ""ERPO-1685"", ""ERPO-1697"", ""ERPO-1698"", ""ERPO-1699"", ""ERPO-1701"", ""ERPO-1704"", ""ERPO-1705"", ""ERPO-1706"", ""ERPO-1708"", ""ERPO-1709"", ""ERPO-1710"", ""ERPO-1712"", ""ERPO-1713"", ""ERPO-1714"", ""ERPO-1729"", ""ERPO-1730"", ""ERPO-1731"", ""ERPO-1732"", ""ERPO-1733"", ""ERPO-1734"", ""ERPO-1735"", ""ERPO-1736"", ""ERPO-1737"", ""ERPO-1738"", ""ERPO-1740"", ""ERPO-1745"", ""ERPO-1746"", ""ERPO-1747"", ""ERPO-1748"", ""ERPO-1749"", ""ERPO-1750"", ""ERPO-1751"", ""ERPO-1752"", ""ERPO-1758"", ""ERPO-1759"", ""ERPO-1760"", ""ERPO-1796"", ""ERPO-1797"", ""ERPO-1798"", ""ERPO-1799"", ""ERPO-1801"", ""ERPO-1802"", ""ERPO-1803"", ""ERPO-1804"", ""ERPO-1805"", ""ERPO-1806"", ""ERPO-1807"", ""ERPO-1808"", ""ERPO-1823"", ""ERPO-1832"", ""ERPO-1835"", ""ERPO-1836"", ""ERPO-1857"", ""ERPO-1858"", ""ERPO-1859"", ""ERPO-1860"", ""ERPO-1861"", ""ERPO-1863"", ""ERPO-1864"", ""ERPO-1865"", ""ERPO-1866"", ""ERPO-1867"", ""ERPO-1869"", ""ERPO-1870"", ""ERPO-1871"", ""ERPO-1872"", ""ERPO-1873"", ""ERPO-1874"", ""ERPO-1911"", ""ERPO-1930"", ""ERPO-1931"", ""ERPO-1935"", ""ERPO-1936"", ""ERPO-1937"", ""ERPO-1938"", ""ERPO-1994"", ""ERPO-1995"", ""ERPO-1996"", ""ERPO-1997"", ""ERPO-1998"", ""ERPO-2001"", ""ERPO-2005"", ""ERPO-2023"", ""ERPO-2024"", ""ERPO-2025"", ""ERPO-2026"", ""ERPO-2027"", ""ERPO-2028"", ""ERPO-2029"", ""ERPO-2033"", ""ERPO-2037"", ""ERPO-2038"", ""ERPO-2039"", ""ERPO-2040"", ""ERPO-2041"", ""ERPO-2045"", ""ERPO-2052"", ""ERPO-2053"", ""ERPO-2054"", ""ERPO-2059"", ""ERPO-2060"", ""ERPO-2061"", ""ERPO-2062"", ""ERPO-2063"", ""ERPO-2064"", ""ERPO-2067"", ""ERPO-2071"", ""ERPO-2072"", ""ERPO-2074"", ""ERPO-2075"", ""ERPO-2076"", ""ERPO-2079"", ""ERPO-2081"", ""ERPO-2082"", ""ERPO-2093"", ""ERPO-2094"", ""ERPO-2095"", ""ERPO-2101"", ""ERPO-2102"", ""ERPO-2103"", ""ERPO-2105"", ""ERPO-2106"", ""ERPO-2107"", ""ERPO-2108"", ""ERPO-2109"", ""ERPO-2111"", ""ERPO-2115"", ""ERPO-2116"", ""ERPO-2117"", ""ERPO-2118"", ""ERPO-2122"", ""ERPO-2123"", ""ERPO-2124"", ""ERPO-2125"", ""ERPO-2126"", ""ERPO-1700""]","[""ERP Meeting and Discussion "", ""Team meeting, discussion, code review & deploy"", ""Meeting - requirement gathering for SJVC"", ""Discussion on RestoPlus (offline and online)"", ""sprint planning meeting"", ""documentation study for getting blue tick , documentation for display name get approval & fb whatsapp account profile photo update"", ""DM team whatsapp config for sending marketing msg and user creation with permission"", ""KT session for tester on the restaurant workflow and process"", ""Sales discussion regarding requirements and dashboard logistics for \""SJVC, New Atlas, etc.\"""", ""Reviewed Excel files and held discussions/notes with Rahul and myself"", ""KT session for tester to create production site for her (Mahitha)and users"", ""POS window setup on the computer for Coppers"", ""KT session for tester to create multiple users for testing and discussion"", ""Internal meeting for RestoPlus"", ""VTS Lift & Escalator ERPOne demo (new client demo)"", ""Varsha ERPOne demo (new client) and internal discussion"", ""Provided demo of \""Order to Kitchen and Billing\"" workflow to tester"", ""Daily Scrum - Meeting"", ""Daily Scrum - Meeting"", ""Daily Scrum - Meeting"", ""KT about the ERPONE frappe structure to mahitha"", ""Daily scrum - meeting"", ""Whatsapp template creation for AGRI EXPO 25 and sending bulk messages to AGRI EXPO Leads"", ""Discussion on ERPONE.US CRM module upgradation requirements from Parwez"", ""Discussion on ERPONE.US CRM module upgradation requirements from Parwez"", ""Spartans and knight ERPONE demo (wait in lobby)"", ""Live ERPONE demo for ACS hospital"", ""Visalam requirments gathering"", ""Participated in expo for ERPONE lead - Chennai"", ""Team discussion - NewAtlas and RestoPlus"", ""PCS technical demo"", ""PCS technical demo"", ""PCS technical demo"", ""PCS technical demo"", ""ACS Requirement"", ""Card Updates"", ""PCS client requirement MOM"", ""ACS hospital discussion"", ""Research on user manual - user call impersonate function"", ""CRM module discussion with US team"", ""CRM module discussion with US team"", ""CRM module discussion with US team"", ""CRM module discussion with US team"", ""ERPONE review and demo meet with CEO"", ""ERPONE review and demo meet with CEO"", ""ERPONE review and demo meet with CEO"", ""ERPONE review and demo meet with CEO"", ""ERPONE review and demo meet with CEO"", ""ERPONE review and demo meet with CEO"", ""ERPONE review and demo meet with CEO"", ""ERPONE review and demo meet with CEO"", ""Team discussion & Support on Kalai (Client technical demo)multi search option discussion. Internal work sidebar issue. RestoPlus enhancement options."", ""ERPONE Demo with Digital Press explain work flow & internal discusstion"", ""Discussion with Mahita-QA regading testing in UI"", ""Erpone SOP documentation"", ""SOP plan and discussion"", ""Customer Demo"", ""SOP Documention"", ""Discussion on CRM Module US updation verified with Rakesh"", ""Discussion on CRM Module US updation verified with Rakesh"", ""Discussion on CRM Module US updation verified with Rakesh"", ""CRM flow testing in dev environment"", ""ERPone Manufacturing module testing in dev env"", ""Erpone - High level CRM flow diagram"", ""Working on the QA weekly Report"", ""Demo for Apollo Hospital"", ""Demo for STED TRASLODAS"", ""Create dummy data for each module in ERPONE for client demo"", ""Create dummy data for each module in ERPONE for client demo"", ""Create dummy data for each module in ERPONE for client demo"", ""Team meeting discussion for sprint "", ""Team meeting discussion for sprint "", ""Team meeting discussion for sprint"", ""Team meeting discussion for sprint"", ""Team meeting discussion for sprint"", ""Team meeting discussion for sprint"", ""Team meeting discussion for sprint"", ""PPT Preparation"", ""Acer Biomedicals \u2013 Client demo and internal discussion"", ""CRM Module \u2013 Internal team discussion"", ""Workflow Logic \u2013 Discussion with Mahita & team"", ""Workflow Logic \u2013 Discussion with Mahita & team"", ""Documentation & Team Support \u2013 Document prep and discussions"", ""Documentation & Team Support \u2013 Ongoing work and coordination"", ""ERPONE \u2013 Create dummy data for client demo"", ""Weekly Demo with Raja"", ""Research and identify the challenges in user experience with the CRM flow and document the findings."", ""Conduct user experience research and provide a report on what needs to be tracked on the dashboard and how easy it is for employees to add and track things."", ""LeoScaliax (Mr. Prabhakar) - ERPONE Demo"", ""Meeting with Raja Sir "", ""Morning Discussion"", ""tatvacare research Documentation"", ""Meeting with Raja sir and others"", ""Analyse OneCare V2 Documentation "", ""Gathering Fields and Dashboard Actions (TatvaCare) "", ""Gathering Personas and Actions and limitations (OPD)"", ""Meeting with Raja sir and Other members "", ""Analyze and learning one care v2 Research Document"", ""Gathering fields and Actions in tatvacare site "", ""Research and documentation diffrents personas (Receptionist , Doctor, Patient) etc "", ""Meeting with raja sir and other team members "", ""Erpone sidebar update"", ""Reman Infrastructure \u2013 Client demo"", ""Morning Sprint Discussion Individual"", ""Daily standup"", ""Demo for Retroplus"", ""Testing Workflow discussion and team support"", ""Dev Document workflow"", ""client demo Leo Scaliax"", ""HRMS Demo Recruitment process"", ""Apollo clinic healthcare demo"", ""Apollo clinic healthcare preparation,workflow and discussttion"", ""Apollo clinic demo erpone"", ""Erpone-Onecare lite"", ""Erpone-healthcare UI Discussion"", ""ERPONE HR Discussion with HR Team"", ""DSK hospital demo"", ""Weekly demo with raja"", ""Team support and update"", ""Aruna hospital graph and customization"", ""Aruna hospital demo and internal discussion"", ""Team Meeting"", ""Weely Demo"", ""Weekly demo"", ""Discussion with aws team regarding contact centre"", ""3cx implementation issue check alter with Contact centre"", ""Discuss regarding the CRM updated point and confirm the applied logic for dynamic use"", ""Train Parwez How that contact centre works"", ""Internal Team Meeting, Demo and Follow-up"", ""AWS and 3cx contact center discussion"", ""Team discussion with marketing and sales team to discuss about ticketing system"", ""Internal discussion, meetings and demo"", ""Team discussion with marketing and sales team to discuss about ticketing system"", ""Team discussion with marketing and sales team to discuss about ticketing system"", ""SOP Implementation"", ""Meeting and discussion SOP"", ""Followup and standup"", ""3cx Discussion with AWS team"", ""Stand up and Follow up Call"", ""Meeting and discussion SOP"", ""Meeting and discussion SOP"", ""Meeting and discussion SOP"", ""Demo Meeting with Bonvoice"", ""3cx Discussion with AWS team"", ""Discussion with testing, sales and Aws for frappe crm"", ""Support for team and sales explain the frappe crm  and frappe ERP next logics and workflow"", ""Frappe Data backup and restore in new crm"", ""Demo with Praveen other company product"", ""Follow-Up meeting"", ""Support Team implement Contact center between two Layers (app/CRM)"", ""Demo Meeting with Bonvoice"", ""Client Visit Veeyes Dental Hospital and discussion"", ""ERPONE weekly follow up with Raja Sir"", ""Exotel google meet demo"", ""Exotel follow-up"", ""Meeting with Mythrayan"", ""Meeting with Mythrayan"", ""Meeting with mythrayan"", ""Frappe CRM usage check and research"", ""Discussion Regarding Latest Frappe CRM requirement with Vignesh and configure in CRM"", ""Discussion with Praveen Regarding Frappe CRM and HRMS"", ""Demo With LenialHealth"", ""Meeting with Praveen"", ""Lenia Health ERPONE Demo"", ""Demo and follow up with Raja sir "", ""ERPONE standup meeting"", ""SMS and whatsapp Bulk message demo call"", ""Weekly Demo Meeting"", ""SMS and WhatsApp Demo"", ""Exploring Bonvoice Api"", ""Weekly demo"", ""Whatsapp bulk message creation"", ""Weekly demo"", ""Lenia Health CRM demo"", ""Reviewing HRMS requirement documentation"", ""Providing the list of requirement "", ""Adding dummy data and set up demo for Lenia"", ""Frappe LMS research"", ""Weekly Sync call demo"", ""Support for team with oncare360, contact center and APN integration"", ""DSK Hospital HRMS Demo and requirement discussion"", ""AI Implementation using n8n for email from frappe crm discussion"", ""n8n implementation for Email discussion"", ""Frappe Learning Research"", ""RazorPay Integration document"", ""Screen Recording demo for New atlas"", ""LMS data upload and testing the follow"", ""Telecalling third party research"", ""Meetings-Discussion""]"
ERPO-2125,LMS data upload and testing the follow,,2025-11-08 13:09:06.776,2025-11-08 13:13:08.204,2025-11-08 13:09:06.824,ERPOne,Rahul J P,,Done,Task,,,,,,,,,,,,,"[""Sprint 14""]",,,5h,,"[""INWARD""]","[""Subtask""]","[""ERPO-1501""]","[""Meetings-discussion-requirements-documentation-Flow test""]"
ERPO-2126,Telecalling third party research,,2025-11-08 13:12:16.876,2025-11-08 13:12:49.844,2025-11-08 13:12:16.927,ERPOne,Rahul J P,,Done,Task,,,,,,,,,,,,,"[""Sprint 14""]",,,3h,,"[""INWARD""]","[""Subtask""]","[""ERPO-1501""]","[""Meetings-discussion-requirements-documentation-Flow test""]"
ERPO-1719,Keep Lead source mandatory,,2025-08-08 04:18:50.996,2025-11-08 05:08:50.901,,ERPOne,Renuka R J,,Open,Task,,,,,,,,,,,,1h,"[""Sprint 14""]",,,5h 45m,,"[""INWARD"", ""BOTH""]","[""Subtask"", ""Relates""]","[""ERPO-1540"", ""ERPO-1800""]","[""CRM Module Enhancement-Erpone.US"", ""Lead - Source Mandatory Issue ""]"
ERPO-2124,Screen Recording demo for New atlas,,2025-11-07 13:04:56.821,2025-11-07 13:05:29.345,2025-11-07 13:04:56.840,ERPOne,Rahul J P,,Done,Task,,,,,,,,,,,,,"[""Sprint 14""]",,,1h,,"[""INWARD""]","[""Subtask""]","[""ERPO-1501""]","[""Meetings-discussion-requirements-documentation-Flow test""]"
ERPO-2123,RazorPay Integration document,,2025-11-07 13:03:33.684,2025-11-07 13:04:05.694,2025-11-07 13:03:33.706,ERPOne,Rahul J P,,Done,Task,,,,,,,,,,,,,"[""Sprint 14""]",,,1h,,"[""INWARD""]","[""Subtask""]","[""ERPO-1501""]","[""Meetings-discussion-requirements-documentation-Flow test""]"
ERPO-2122,Frappe Learning Research,,2025-11-07 13:00:26.168,2025-11-07 13:02:04.083,2025-11-07 13:00:26.186,ERPOne,Rahul J P,,Done,Task,,,,,,,,,,,,,"[""Sprint 14""]",,,3h,,"[""INWARD""]","[""Subtask""]","[""ERPO-1501""]","[""Meetings-discussion-requirements-documentation-Flow test""]"
ERPO-2121,Testing the customized fields,,2025-11-07 12:59:08.074,2025-11-07 12:59:34.418,2025-11-07 12:59:08.088,ERPOne,Rahul J P,,Done,Task,,,,,,,,,,,,,"[""Sprint 14""]",,,3h,,"[""INWARD""]","[""Subtask""]","[""ERPO-1772""]","[""Customization ""]"
ERPO-1524,SA-B-NewAtlas-EX,,2025-07-21 05:23:30.536,2025-11-07 12:59:34.003,,ERPOne,Renuka R J,,,Epic,,,,,,,,,,,,7h,"[""Sprint 12"", ""Sprint 13"", ""Sprint 14""]",,,4d 6h,,"[""OUTWARD"", ""OUTWARD"", ""OUTWARD"", ""OUTWARD""]","[""Subtask"", ""Subtask"", ""Subtask"", ""Subtask""]","[""ERPO-1544"", ""ERPO-1770"", ""ERPO-1771"", ""ERPO-1772""]","[""EKS deployment-NewAtlas.SA"", ""Buying Module "", ""Selling Module "", ""Customization ""]"
